tweets;related;rainfall (mm/30min);Normalized tweets;Normalized related;Normalized rainfall (mm/30min);Next batch rainfall (mm/30min)
0;0;0.0;0.0;0.0;0.0;0.2
2;0;0.0;0.11764705882352941;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
2;0;0.2;0.11764705882352941;0.0;0.11299435028248588;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.2
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
1;0;0.2;0.058823529411764705;0.0;0.11299435028248588;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.2
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
1;0;0.2;0.058823529411764705;0.0;0.11299435028248588;0.0
2;0;0.0;0.11764705882352941;0.0;0.0;0.0
2;0;0.0;0.11764705882352941;0.0;0.0;0.0
0;0;0.2;0.0;0.0;0.11299435028248588;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.2
3;0;0.0;0.17647058823529413;0.0;0.0;0.2
3;0;0.0;0.17647058823529413;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.2
2;0;0.0;0.11764705882352941;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.2;0.0;0.0;0.11299435028248588;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
1;0;0.2;0.058823529411764705;0.0;0.11299435028248588;0.0
2;0;0.0;0.11764705882352941;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.11764705882352941;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.2
5;0;0.0;0.29411764705882354;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.2
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.2;0.058823529411764705;0.0;0.11299435028248588;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.11764705882352941;0.0;0.0;0.0
2;0;0.0;0.11764705882352941;0.0;0.0;0.0
1;0;0.2;0.058823529411764705;0.0;0.11299435028248588;0.0
0;0;0.0;0.0;0.0;0.0;0.0
5;0;0.0;0.29411764705882354;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.2
2;1;0.0;0.11764705882352941;1.0;0.0;0.0
2;0;0.0;0.11764705882352941;0.0;0.0;0.2
2;0;0.0;0.11764705882352941;0.0;0.0;0.0
3;0;0.0;0.17647058823529413;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.2
0;0;0.0;0.0;0.0;0.0;0.2
4;0;0.0;0.23529411764705882;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
3;0;0.0;0.17647058823529413;0.0;0.0;1.37
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.2;0.0;0.0;0.11299435028248588;0.0
0;0;0.2;0.0;0.0;0.11299435028248588;0.0
2;0;0.2;0.11764705882352941;0.0;0.11299435028248588;0.2
3;0;0.2;0.17647058823529413;0.0;0.11299435028248588;0.0
1;0;0.2;0.058823529411764705;0.0;0.11299435028248588;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
5;0;0.0;0.29411764705882354;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.2;0.0;0.0;0.11299435028248588;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
2;0;0.0;0.11764705882352941;0.0;0.0;0.0
6;0;0.0;0.35294117647058826;0.0;0.0;0.0
6;0;0.0;0.35294117647058826;0.0;0.0;0.0
6;0;0.0;0.35294117647058826;0.0;0.0;0.0
5;0;0.0;0.29411764705882354;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
1;0;0.2;0.058823529411764705;0.0;0.11299435028248588;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
3;0;0.0;0.17647058823529413;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.2;0.0;0.0;0.11299435028248588;0.0
2;0;0.2;0.11764705882352941;0.0;0.11299435028248588;0.0
4;0;0.0;0.23529411764705882;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.2;0.0;0.0;0.11299435028248588;0.0
2;0;0.0;0.11764705882352941;0.0;0.0;0.0
6;0;0.0;0.35294117647058826;0.0;0.0;0.0
2;0;0.0;0.11764705882352941;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
0;0;0.2;0.0;0.0;0.11299435028248588;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.2;0.058823529411764705;0.0;0.11299435028248588;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
3;0;0.0;0.17647058823529413;0.0;0.0;0.0
3;0;0.0;0.17647058823529413;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.2
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
3;0;0.0;0.17647058823529413;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.11764705882352941;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.2
2;0;0.0;0.11764705882352941;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.2;0.058823529411764705;0.0;0.11299435028248588;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.2
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
3;0;0.0;0.17647058823529413;0.0;0.0;0.0
6;0;0.0;0.35294117647058826;0.0;0.0;0.0
2;0;0.0;0.11764705882352941;0.0;0.0;0.0
2;0;0.2;0.11764705882352941;0.0;0.11299435028248588;0.0
1;0;0.2;0.058823529411764705;0.0;0.11299435028248588;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.2
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.2;0.058823529411764705;0.0;0.11299435028248588;0.2
1;0;0.2;0.058823529411764705;0.0;0.11299435028248588;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
4;0;0.0;0.23529411764705882;0.0;0.0;0.2
0;0;0.0;0.0;0.0;0.0;0.0
2;0;0.2;0.11764705882352941;0.0;0.11299435028248588;0.0
0;0;0.2;0.0;0.0;0.11299435028248588;0.0
2;0;0.2;0.11764705882352941;0.0;0.11299435028248588;0.0
0;0;0.0;0.0;0.0;0.0;0.0
3;0;0.0;0.17647058823529413;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
0;0;0.2;0.0;0.0;0.11299435028248588;0.0
0;0;0.0;0.0;0.0;0.0;0.2
2;0;0.0;0.11764705882352941;0.0;0.0;0.0
3;0;0.0;0.17647058823529413;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.2;0.058823529411764705;0.0;0.11299435028248588;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
2;0;0.0;0.11764705882352941;0.0;0.0;0.0
9;0;0.0;0.5294117647058824;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
5;0;0.0;0.29411764705882354;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.2
3;0;0.0;0.17647058823529413;0.0;0.0;0.2
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.2
2;0;0.2;0.11764705882352941;0.0;0.11299435028248588;0.0
0;0;0.0;0.0;0.0;0.0;0.0
3;0;0.0;0.17647058823529413;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
4;0;0.0;0.23529411764705882;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
6;0;0.2;0.35294117647058826;0.0;0.11299435028248588;0.0
2;0;0.0;0.11764705882352941;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.2
0;0;0.2;0.0;0.0;0.11299435028248588;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.2;0.0;0.0;0.11299435028248588;0.0
0;0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.11764705882352941;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.2
2;0;0.0;0.11764705882352941;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.2
0;0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.11764705882352941;0.0;0.0;0.0
3;0;0.0;0.17647058823529413;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.11764705882352941;0.0;0.0;0.0
2;0;0.0;0.11764705882352941;0.0;0.0;0.2
4;0;0.0;0.23529411764705882;0.0;0.0;0.0
2;0;0.0;0.11764705882352941;0.0;0.0;0.0
4;0;0.0;0.23529411764705882;0.0;0.0;0.0
3;0;0.0;0.17647058823529413;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
2;0;0.0;0.11764705882352941;0.0;0.0;0.0
2;0;0.2;0.11764705882352941;0.0;0.11299435028248588;0.0
1;0;0.2;0.058823529411764705;0.0;0.11299435028248588;0.0
6;0;0.0;0.35294117647058826;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.2
0;0;0.0;0.0;0.0;0.0;0.0
2;0;0.2;0.11764705882352941;0.0;0.11299435028248588;0.0
3;0;0.0;0.17647058823529413;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.2
2;0;0.0;0.11764705882352941;0.0;0.0;0.0
2;0;0.0;0.11764705882352941;0.0;0.0;0.0
0;0;0.2;0.0;0.0;0.11299435028248588;0.0
4;0;0.0;0.23529411764705882;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
0;0;0.2;0.0;0.0;0.11299435028248588;0.0
3;0;0.0;0.17647058823529413;0.0;0.0;0.0
2;0;0.0;0.11764705882352941;0.0;0.0;0.2
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.11764705882352941;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
4;0;1.38;0.23529411764705882;0.0;0.7796610169491525;0.79
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
2;0;0.0;0.11764705882352941;0.0;0.0;0.2
0;0;0.0;0.0;0.0;0.0;0.0
4;0;0.0;0.23529411764705882;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.2
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.2;0.0;0.0;0.11299435028248588;0.0
2;0;0.0;0.11764705882352941;0.0;0.0;0.0
2;0;0.0;0.11764705882352941;0.0;0.0;0.0
2;0;0.0;0.11764705882352941;0.0;0.0;0.0
0;0;0.2;0.0;0.0;0.11299435028248588;0.0
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.2
0;0;0.0;0.0;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
2;0;0.0;0.11764705882352941;0.0;0.0;0.2
2;0;0.0;0.11764705882352941;0.0;0.0;0.0
2;0;0.0;0.11764705882352941;0.0;0.0;0.0
2;0;0.0;0.11764705882352941;0.0;0.0;0.2
2;0;0.0;0.11764705882352941;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
11;0;0.0;0.6470588235294118;0.0;0.0;0.0
1;0;0.2;0.058823529411764705;0.0;0.11299435028248588;0.2
5;0;0.0;0.29411764705882354;0.0;0.0;0.0
5;0;0.0;0.29411764705882354;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
2;0;0.2;0.11764705882352941;0.0;0.11299435028248588;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
0;0;0.2;0.0;0.0;0.11299435028248588;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
7;0;0.0;0.4117647058823529;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.2
0;0;0.2;0.0;0.0;0.11299435028248588;0.0
2;0;0.2;0.11764705882352941;0.0;0.11299435028248588;0.0
2;0;0.2;0.11764705882352941;0.0;0.11299435028248588;0.0
0;0;0.2;0.0;0.0;0.11299435028248588;0.0
1;0;0.2;0.058823529411764705;0.0;0.11299435028248588;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.2;0.0;0.0;0.11299435028248588;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.2;0.0;0.0;0.11299435028248588;0.0
2;0;0.2;0.11764705882352941;0.0;0.11299435028248588;0.0
0;0;0.0;0.0;0.0;0.0;0.2
5;0;0.2;0.29411764705882354;0.0;0.11299435028248588;0.0
2;0;0.0;0.11764705882352941;0.0;0.0;0.2
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
7;0;0.0;0.4117647058823529;0.0;0.0;0.0
8;0;0.0;0.47058823529411764;0.0;0.0;0.0
1;0;0.0;0.058823529411764705;0.0;0.0;0.0
3;0;0.0;0.17647058823529413;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.2
1;0;0.0;0.058823529411764705;0.0;0.0;0.2
1;0;0.2;0.058823529411764705;0.0;0.11299435028248588;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.2
0;0;0.0;0.0;0.0;0.0;0.0
