hour;minute;tweets;related;rainfall class;Normalized hour;Normalized minute;Normalized tweets;Normalized related;Normalized rainfall class;Next batch rainfall class
14;0;0;0;0.0;0.6086956521739131;0.0;0.0;0.0;0.0;0
13;30;0;0;0.0;0.5652173913043478;1.0;0.0;0.0;0.0;0
12;0;0;0;0.0;0.5217391304347826;0.0;0.0;0.0;0.0;0
2;30;1;0;0.0;0.08695652173913043;1.0;0.07692307692307693;0.0;0.0;0
10;0;1;0;0.0;0.43478260869565216;0.0;0.07692307692307693;0.0;0.0;0
0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0
17;30;0;0;0.0;0.7391304347826086;1.0;0.0;0.0;0.0;0
20;0;1;0;0.0;0.8695652173913043;0.0;0.07692307692307693;0.0;0.0;0
16;0;1;0;0.0;0.6956521739130435;0.0;0.07692307692307693;0.0;0.0;0
23;30;2;0;0.0;1.0;1.0;0.15384615384615385;0.0;0.0;0
14;30;1;0;0.0;0.6086956521739131;1.0;0.07692307692307693;0.0;0.0;0
16;30;1;0;0.0;0.6956521739130435;1.0;0.07692307692307693;0.0;0.0;0
0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0
8;30;0;0;0.0;0.34782608695652173;1.0;0.0;0.0;0.0;0
23;30;1;0;0.0;1.0;1.0;0.07692307692307693;0.0;0.0;0
21;30;0;0;0.0;0.9130434782608695;1.0;0.0;0.0;0.0;0
5;30;0;0;0.0;0.21739130434782608;1.0;0.0;0.0;0.0;0
18;0;0;0;0.0;0.782608695652174;0.0;0.0;0.0;0.0;0
13;30;0;0;0.0;0.5652173913043478;1.0;0.0;0.0;0.0;0
13;0;2;0;0.0;0.5652173913043478;0.0;0.15384615384615385;0.0;0.0;0
20;30;1;0;0.0;0.8695652173913043;1.0;0.07692307692307693;0.0;0.0;0
14;30;0;0;0.0;0.6086956521739131;1.0;0.0;0.0;0.0;0
11;0;0;0;0.0;0.4782608695652174;0.0;0.0;0.0;0.0;0
20;30;2;0;0.0;0.8695652173913043;1.0;0.15384615384615385;0.0;0.0;0
12;0;0;0;0.0;0.5217391304347826;0.0;0.0;0.0;0.0;0
16;0;0;0;0.0;0.6956521739130435;0.0;0.0;0.0;0.0;0
19;0;0;0;0.0;0.8260869565217391;0.0;0.0;0.0;0.0;0
17;30;1;0;0.0;0.7391304347826086;1.0;0.07692307692307693;0.0;0.0;0
2;30;0;0;0.0;0.08695652173913043;1.0;0.0;0.0;0.0;0
8;30;0;0;0.0;0.34782608695652173;1.0;0.0;0.0;0.0;0
6;0;0;0;1.17;0.2608695652173913;0.0;0.0;0.0;0.22896281800391385;0
16;0;0;0;0.98;0.6956521739130435;0.0;0.0;0.0;0.1917808219178082;0
16;0;0;0;0.4;0.6956521739130435;0.0;0.0;0.0;0.07827788649706457;0
8;30;0;0;0.0;0.34782608695652173;1.0;0.0;0.0;0.0;0
14;30;0;0;0.0;0.6086956521739131;1.0;0.0;0.0;0.0;0
23;0;0;0;0.4;1.0;0.0;0.0;0.0;0.07827788649706457;0
21;30;1;0;0.0;0.9130434782608695;1.0;0.07692307692307693;0.0;0.0;0
15;0;1;0;0.0;0.6521739130434783;0.0;0.07692307692307693;0.0;0.0;0
1;0;0;0;0.0;0.043478260869565216;0.0;0.0;0.0;0.0;0
17;0;1;0;0.0;0.7391304347826086;0.0;0.07692307692307693;0.0;0.0;0
23;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0
1;30;0;0;0.4;0.043478260869565216;1.0;0.0;0.0;0.07827788649706457;0
6;30;0;0;0.0;0.2608695652173913;1.0;0.0;0.0;0.0;0
20;0;1;0;0.4;0.8695652173913043;0.0;0.07692307692307693;0.0;0.07827788649706457;0
5;0;0;0;0.0;0.21739130434782608;0.0;0.0;0.0;0.0;0
0;30;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0
18;30;0;0;0.0;0.782608695652174;1.0;0.0;0.0;0.0;0
15;0;2;0;0.0;0.6521739130434783;0.0;0.15384615384615385;0.0;0.0;0
3;0;0;0;0.4;0.13043478260869565;0.0;0.0;0.0;0.07827788649706457;0
18;0;2;0;0.0;0.782608695652174;0.0;0.15384615384615385;0.0;0.0;0
2;30;0;0;0.0;0.08695652173913043;1.0;0.0;0.0;0.0;0
4;0;0;0;0.0;0.17391304347826086;0.0;0.0;0.0;0.0;0
14;0;0;0;0.0;0.6086956521739131;0.0;0.0;0.0;0.0;0
5;0;0;0;0.98;0.21739130434782608;0.0;0.0;0.0;0.1917808219178082;0
3;30;0;0;0.79;0.13043478260869565;1.0;0.0;0.0;0.15459882583170254;0
2;30;0;0;0.0;0.08695652173913043;1.0;0.0;0.0;0.0;0
22;0;4;0;0.0;0.9565217391304348;0.0;0.3076923076923077;0.0;0.0;0
6;30;2;0;0.0;0.2608695652173913;1.0;0.15384615384615385;0.0;0.0;0
13;0;0;0;0.0;0.5652173913043478;0.0;0.0;0.0;0.0;0
7;30;0;0;0.6;0.30434782608695654;1.0;0.0;0.0;0.11741682974559686;0
19;30;7;0;0.0;0.8260869565217391;1.0;0.5384615384615384;0.0;0.0;0
3;0;1;0;0.2;0.13043478260869565;0.0;0.07692307692307693;0.0;0.03913894324853229;0
21;30;0;0;0.4;0.9130434782608695;1.0;0.0;0.0;0.07827788649706457;0
2;30;0;0;0.79;0.08695652173913043;1.0;0.0;0.0;0.15459882583170254;0
18;30;1;0;0.0;0.782608695652174;1.0;0.07692307692307693;0.0;0.0;0
20;30;1;0;0.0;0.8695652173913043;1.0;0.07692307692307693;0.0;0.0;0
23;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0
23;30;0;0;0.0;1.0;1.0;0.0;0.0;0.0;0
2;0;0;0;0.6;0.08695652173913043;0.0;0.0;0.0;0.11741682974559686;0
1;30;0;0;0.0;0.043478260869565216;1.0;0.0;0.0;0.0;0
7;30;0;0;0.0;0.30434782608695654;1.0;0.0;0.0;0.0;0
12;30;0;0;0.0;0.5217391304347826;1.0;0.0;0.0;0.0;0
6;30;0;0;0.2;0.2608695652173913;1.0;0.0;0.0;0.03913894324853229;0
1;30;0;0;0.0;0.043478260869565216;1.0;0.0;0.0;0.0;0
6;0;0;0;0.0;0.2608695652173913;0.0;0.0;0.0;0.0;0
21;0;0;0;1.57;0.9130434782608695;0.0;0.0;0.0;0.30724070450097846;0
6;30;0;0;0.0;0.2608695652173913;1.0;0.0;0.0;0.0;0
5;0;0;0;0.0;0.21739130434782608;0.0;0.0;0.0;0.0;0
16;30;1;0;0.0;0.6956521739130435;1.0;0.07692307692307693;0.0;0.0;0
14;30;0;0;0.0;0.6086956521739131;1.0;0.0;0.0;0.0;0
22;0;2;0;0.0;0.9565217391304348;0.0;0.15384615384615385;0.0;0.0;0
15;30;0;0;0.0;0.6521739130434783;1.0;0.0;0.0;0.0;0
7;0;0;0;0.0;0.30434782608695654;0.0;0.0;0.0;0.0;0
20;0;1;0;0.0;0.8695652173913043;0.0;0.07692307692307693;0.0;0.0;0
12;30;0;0;0.2;0.5217391304347826;1.0;0.0;0.0;0.03913894324853229;0
15;30;1;0;0.0;0.6521739130434783;1.0;0.07692307692307693;0.0;0.0;0
14;30;0;0;0.0;0.6086956521739131;1.0;0.0;0.0;0.0;0
9;30;0;0;0.0;0.391304347826087;1.0;0.0;0.0;0.0;0
17;0;0;0;0.0;0.7391304347826086;0.0;0.0;0.0;0.0;0
14;30;0;0;0.0;0.6086956521739131;1.0;0.0;0.0;0.0;0
18;0;0;0;0.0;0.782608695652174;0.0;0.0;0.0;0.0;0
21;30;1;0;0.0;0.9130434782608695;1.0;0.07692307692307693;0.0;0.0;0
15;30;0;0;0.0;0.6521739130434783;1.0;0.0;0.0;0.0;0
2;0;0;0;0.98;0.08695652173913043;0.0;0.0;0.0;0.1917808219178082;0
16;0;0;0;0.0;0.6956521739130435;0.0;0.0;0.0;0.0;0
5;0;0;0;0.0;0.21739130434782608;0.0;0.0;0.0;0.0;0
3;0;0;0;0.0;0.13043478260869565;0.0;0.0;0.0;0.0;0
11;30;1;0;0.6;0.4782608695652174;1.0;0.07692307692307693;0.0;0.11741682974559686;0
8;30;0;0;0.0;0.34782608695652173;1.0;0.0;0.0;0.0;0
19;30;0;0;2.56;0.8260869565217391;1.0;0.0;0.0;0.5009784735812133;0
6;30;0;0;0.0;0.2608695652173913;1.0;0.0;0.0;0.0;0
14;30;2;0;0.0;0.6086956521739131;1.0;0.15384615384615385;0.0;0.0;0
2;0;0;0;0.0;0.08695652173913043;0.0;0.0;0.0;0.0;0
17;30;1;0;0.0;0.7391304347826086;1.0;0.07692307692307693;0.0;0.0;0
5;0;0;0;0.0;0.21739130434782608;0.0;0.0;0.0;0.0;0
12;0;1;0;0.0;0.5217391304347826;0.0;0.07692307692307693;0.0;0.0;0
23;30;0;0;0.0;1.0;1.0;0.0;0.0;0.0;0
17;0;0;0;0.0;0.7391304347826086;0.0;0.0;0.0;0.0;0
19;0;2;0;0.0;0.8260869565217391;0.0;0.15384615384615385;0.0;0.0;0
7;30;0;0;0.6;0.30434782608695654;1.0;0.0;0.0;0.11741682974559686;0
9;0;0;0;0.0;0.391304347826087;0.0;0.0;0.0;0.0;0
13;0;0;0;0.0;0.5652173913043478;0.0;0.0;0.0;0.0;0
8;0;0;0;0.0;0.34782608695652173;0.0;0.0;0.0;0.0;0
8;30;0;0;0.0;0.34782608695652173;1.0;0.0;0.0;0.0;0
8;30;0;0;0.0;0.34782608695652173;1.0;0.0;0.0;0.0;0
18;0;0;0;0.0;0.782608695652174;0.0;0.0;0.0;0.0;0
11;30;0;0;0.0;0.4782608695652174;1.0;0.0;0.0;0.0;0
12;30;0;0;0.0;0.5217391304347826;1.0;0.0;0.0;0.0;0
18;0;0;0;0.0;0.782608695652174;0.0;0.0;0.0;0.0;0
19;30;0;0;0.98;0.8260869565217391;1.0;0.0;0.0;0.1917808219178082;0
18;30;4;0;0.0;0.782608695652174;1.0;0.3076923076923077;0.0;0.0;0
0;30;0;0;0.98;0.0;1.0;0.0;0.0;0.1917808219178082;0
6;0;0;0;0.0;0.2608695652173913;0.0;0.0;0.0;0.0;0
16;0;0;0;0.0;0.6956521739130435;0.0;0.0;0.0;0.0;0
1;30;0;0;0.0;0.043478260869565216;1.0;0.0;0.0;0.0;0
13;30;0;0;0.0;0.5652173913043478;1.0;0.0;0.0;0.0;0
10;30;0;0;0.0;0.43478260869565216;1.0;0.0;0.0;0.0;0
1;0;1;0;0.0;0.043478260869565216;0.0;0.07692307692307693;0.0;0.0;0
17;0;0;0;0.0;0.7391304347826086;0.0;0.0;0.0;0.0;0
6;0;0;0;0.0;0.2608695652173913;0.0;0.0;0.0;0.0;0
7;0;0;0;0.59;0.30434782608695654;0.0;0.0;0.0;0.11545988258317025;0
10;30;0;0;0.0;0.43478260869565216;1.0;0.0;0.0;0.0;0
19;30;0;0;0.0;0.8260869565217391;1.0;0.0;0.0;0.0;0
20;0;0;0;0.0;0.8695652173913043;0.0;0.0;0.0;0.0;0
20;0;0;0;0.0;0.8695652173913043;0.0;0.0;0.0;0.0;0
23;30;0;0;0.0;1.0;1.0;0.0;0.0;0.0;0
18;30;0;0;0.0;0.782608695652174;1.0;0.0;0.0;0.0;0
11;0;0;0;0.0;0.4782608695652174;0.0;0.0;0.0;0.0;0
20;30;0;0;0.4;0.8695652173913043;1.0;0.0;0.0;0.07827788649706457;0
0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0
12;0;0;0;0.0;0.5217391304347826;0.0;0.0;0.0;0.0;0
19;30;0;0;0.0;0.8260869565217391;1.0;0.0;0.0;0.0;0
21;30;0;0;0.0;0.9130434782608695;1.0;0.0;0.0;0.0;0
3;0;0;0;0.79;0.13043478260869565;0.0;0.0;0.0;0.15459882583170254;0
23;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0
19;30;0;0;0.0;0.8260869565217391;1.0;0.0;0.0;0.0;0
5;0;0;0;0.0;0.21739130434782608;0.0;0.0;0.0;0.0;0
9;0;1;0;0.0;0.391304347826087;0.0;0.07692307692307693;0.0;0.0;0
15;30;2;0;0.0;0.6521739130434783;1.0;0.15384615384615385;0.0;0.0;0
13;30;0;0;0.0;0.5652173913043478;1.0;0.0;0.0;0.0;0
1;0;0;0;0.0;0.043478260869565216;0.0;0.0;0.0;0.0;0
18;30;0;0;0.0;0.782608695652174;1.0;0.0;0.0;0.0;0
23;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0
13;0;0;0;0.0;0.5652173913043478;0.0;0.0;0.0;0.0;0
0;30;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0
4;0;0;0;0.0;0.17391304347826086;0.0;0.0;0.0;0.0;0
12;30;2;0;0.0;0.5217391304347826;1.0;0.15384615384615385;0.0;0.0;0
15;30;1;0;0.0;0.6521739130434783;1.0;0.07692307692307693;0.0;0.0;0
10;30;0;0;1.17;0.43478260869565216;1.0;0.0;0.0;0.22896281800391385;0
0;30;2;0;0.0;0.0;1.0;0.15384615384615385;0.0;0.0;0
20;30;2;0;0.0;0.8695652173913043;1.0;0.15384615384615385;0.0;0.0;0
5;0;0;0;0.0;0.21739130434782608;0.0;0.0;0.0;0.0;0
17;30;0;0;0.0;0.7391304347826086;1.0;0.0;0.0;0.0;0
23;0;0;0;0.98;1.0;0.0;0.0;0.0;0.1917808219178082;0
9;0;0;0;0.0;0.391304347826087;0.0;0.0;0.0;0.0;0
11;30;0;0;0.0;0.4782608695652174;1.0;0.0;0.0;0.0;0
7;30;0;0;0.0;0.30434782608695654;1.0;0.0;0.0;0.0;0
8;30;0;0;0.0;0.34782608695652173;1.0;0.0;0.0;0.0;0
2;0;0;0;0.0;0.08695652173913043;0.0;0.0;0.0;0.0;0
9;30;1;0;0.0;0.391304347826087;1.0;0.07692307692307693;0.0;0.0;0
16;30;0;0;0.0;0.6956521739130435;1.0;0.0;0.0;0.0;0
5;0;0;0;0.0;0.21739130434782608;0.0;0.0;0.0;0.0;0
7;30;0;0;0.0;0.30434782608695654;1.0;0.0;0.0;0.0;0
22;0;0;0;0.79;0.9565217391304348;0.0;0.0;0.0;0.15459882583170254;0
6;30;0;0;0.0;0.2608695652173913;1.0;0.0;0.0;0.0;0
16;0;2;0;0.0;0.6956521739130435;0.0;0.15384615384615385;0.0;0.0;0
4;0;0;0;0.0;0.17391304347826086;0.0;0.0;0.0;0.0;0
16;0;0;0;0.0;0.6956521739130435;0.0;0.0;0.0;0.0;0
5;30;0;0;0.0;0.21739130434782608;1.0;0.0;0.0;0.0;0
10;30;0;0;0.6;0.43478260869565216;1.0;0.0;0.0;0.11741682974559686;0
16;0;0;0;0.0;0.6956521739130435;0.0;0.0;0.0;0.0;0
7;30;0;0;0.0;0.30434782608695654;1.0;0.0;0.0;0.0;0
23;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0
20;0;0;0;0.4;0.8695652173913043;0.0;0.0;0.0;0.07827788649706457;0
22;0;0;0;0.0;0.9565217391304348;0.0;0.0;0.0;0.0;0
6;0;0;0;0.0;0.2608695652173913;0.0;0.0;0.0;0.0;0
16;30;0;0;0.0;0.6956521739130435;1.0;0.0;0.0;0.0;0
2;30;0;0;0.0;0.08695652173913043;1.0;0.0;0.0;0.0;0
14;30;0;0;0.0;0.6086956521739131;1.0;0.0;0.0;0.0;0
13;0;0;0;0.0;0.5652173913043478;0.0;0.0;0.0;0.0;0
0;30;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0
5;30;1;0;0.2;0.21739130434782608;1.0;0.07692307692307693;0.0;0.03913894324853229;0
9;0;0;0;0.0;0.391304347826087;0.0;0.0;0.0;0.0;0
15;0;0;0;0.0;0.6521739130434783;0.0;0.0;0.0;0.0;0
14;30;1;0;0.0;0.6086956521739131;1.0;0.07692307692307693;0.0;0.0;0
6;30;0;0;0.0;0.2608695652173913;1.0;0.0;0.0;0.0;0
3;0;0;0;0.0;0.13043478260869565;0.0;0.0;0.0;0.0;0
9;30;0;0;0.0;0.391304347826087;1.0;0.0;0.0;0.0;0
1;30;0;0;0.0;0.043478260869565216;1.0;0.0;0.0;0.0;0
16;0;4;0;0.0;0.6956521739130435;0.0;0.3076923076923077;0.0;0.0;0
7;30;1;0;0.0;0.30434782608695654;1.0;0.07692307692307693;0.0;0.0;0
4;0;0;0;0.0;0.17391304347826086;0.0;0.0;0.0;0.0;0
17;0;0;0;0.0;0.7391304347826086;0.0;0.0;0.0;0.0;0
21;0;0;0;0.0;0.9130434782608695;0.0;0.0;0.0;0.0;0
4;0;0;0;0.0;0.17391304347826086;0.0;0.0;0.0;0.0;0
17;30;0;0;3.53;0.7391304347826086;1.0;0.0;0.0;0.6908023483365948;1
4;30;0;0;0.0;0.17391304347826086;1.0;0.0;0.0;0.0;0
19;0;0;0;0.0;0.8260869565217391;0.0;0.0;0.0;0.0;0
22;0;0;0;0.0;0.9565217391304348;0.0;0.0;0.0;0.0;0
17;30;2;0;0.0;0.7391304347826086;1.0;0.15384615384615385;0.0;0.0;0
11;0;1;0;0.0;0.4782608695652174;0.0;0.07692307692307693;0.0;0.0;0
8;30;0;0;1.17;0.34782608695652173;1.0;0.0;0.0;0.22896281800391385;0
2;0;0;0;0.0;0.08695652173913043;0.0;0.0;0.0;0.0;0
6;0;0;0;0.6;0.2608695652173913;0.0;0.0;0.0;0.11741682974559686;0
21;30;0;0;0.0;0.9130434782608695;1.0;0.0;0.0;0.0;0
6;0;1;0;0.0;0.2608695652173913;0.0;0.07692307692307693;0.0;0.0;0
15;30;0;0;0.0;0.6521739130434783;1.0;0.0;0.0;0.0;0
9;30;0;0;0.4;0.391304347826087;1.0;0.0;0.0;0.07827788649706457;0
1;0;0;0;0.0;0.043478260869565216;0.0;0.0;0.0;0.0;0
20;30;10;0;0.0;0.8695652173913043;1.0;0.7692307692307693;0.0;0.0;0
2;30;0;0;0.0;0.08695652173913043;1.0;0.0;0.0;0.0;0
14;0;1;0;0.0;0.6086956521739131;0.0;0.07692307692307693;0.0;0.0;0
20;30;2;0;0.0;0.8695652173913043;1.0;0.15384615384615385;0.0;0.0;0
22;0;0;0;0.0;0.9565217391304348;0.0;0.0;0.0;0.0;0
0;30;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0
6;0;0;0;0.0;0.2608695652173913;0.0;0.0;0.0;0.0;0
15;0;0;0;0.0;0.6521739130434783;0.0;0.0;0.0;0.0;0
4;0;0;0;0.0;0.17391304347826086;0.0;0.0;0.0;0.0;0
13;30;0;0;0.0;0.5652173913043478;1.0;0.0;0.0;0.0;0
9;30;0;0;0.0;0.391304347826087;1.0;0.0;0.0;0.0;0
10;30;0;0;0.2;0.43478260869565216;1.0;0.0;0.0;0.03913894324853229;0
11;30;0;0;0.0;0.4782608695652174;1.0;0.0;0.0;0.0;0
13;0;0;0;0.0;0.5652173913043478;0.0;0.0;0.0;0.0;0
20;30;0;0;0.2;0.8695652173913043;1.0;0.0;0.0;0.03913894324853229;0
20;0;0;0;0.4;0.8695652173913043;0.0;0.0;0.0;0.07827788649706457;0
0;0;0;0;0.79;0.0;0.0;0.0;0.0;0.15459882583170254;0
5;0;0;0;0.0;0.21739130434782608;0.0;0.0;0.0;0.0;0
18;0;0;0;0.0;0.782608695652174;0.0;0.0;0.0;0.0;0
13;30;0;0;0.0;0.5652173913043478;1.0;0.0;0.0;0.0;0
19;0;0;0;0.98;0.8260869565217391;0.0;0.0;0.0;0.1917808219178082;0
15;30;0;0;0.0;0.6521739130434783;1.0;0.0;0.0;0.0;0
14;30;0;0;0.0;0.6086956521739131;1.0;0.0;0.0;0.0;0
11;30;0;0;0.0;0.4782608695652174;1.0;0.0;0.0;0.0;0
1;30;0;0;0.98;0.043478260869565216;1.0;0.0;0.0;0.1917808219178082;0
5;0;0;0;0.0;0.21739130434782608;0.0;0.0;0.0;0.0;0
9;30;0;0;0.0;0.391304347826087;1.0;0.0;0.0;0.0;0
23;0;0;0;0.6;1.0;0.0;0.0;0.0;0.11741682974559686;0
9;0;1;0;0.98;0.391304347826087;0.0;0.07692307692307693;0.0;0.1917808219178082;0
5;0;0;0;0.0;0.21739130434782608;0.0;0.0;0.0;0.0;0
14;0;0;0;0.0;0.6086956521739131;0.0;0.0;0.0;0.0;0
16;30;0;0;0.0;0.6956521739130435;1.0;0.0;0.0;0.0;0
23;30;2;0;0.0;1.0;1.0;0.15384615384615385;0.0;0.0;0
21;30;0;0;1.77;0.9130434782608695;1.0;0.0;0.0;0.34637964774951074;0
19;30;0;0;0.0;0.8260869565217391;1.0;0.0;0.0;0.0;0
6;30;0;0;0.4;0.2608695652173913;1.0;0.0;0.0;0.07827788649706457;0
0;30;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0
11;0;0;0;0.2;0.4782608695652174;0.0;0.0;0.0;0.03913894324853229;0
5;30;0;0;0.0;0.21739130434782608;1.0;0.0;0.0;0.0;0
2;30;0;0;0.0;0.08695652173913043;1.0;0.0;0.0;0.0;0
16;30;0;0;0.0;0.6956521739130435;1.0;0.0;0.0;0.0;0
4;0;0;0;0.4;0.17391304347826086;0.0;0.0;0.0;0.07827788649706457;0
4;30;0;0;0.0;0.17391304347826086;1.0;0.0;0.0;0.0;0
3;0;0;0;0.0;0.13043478260869565;0.0;0.0;0.0;0.0;0
13;0;0;0;0.0;0.5652173913043478;0.0;0.0;0.0;0.0;0
10;0;0;0;0.0;0.43478260869565216;0.0;0.0;0.0;0.0;0
15;30;1;0;0.0;0.6521739130434783;1.0;0.07692307692307693;0.0;0.0;0
22;30;0;0;0.0;0.9565217391304348;1.0;0.0;0.0;0.0;0
19;30;0;0;0.0;0.8260869565217391;1.0;0.0;0.0;0.0;0
17;0;2;0;0.79;0.7391304347826086;0.0;0.15384615384615385;0.0;0.15459882583170254;0
6;0;0;0;0.0;0.2608695652173913;0.0;0.0;0.0;0.0;0
5;30;0;0;0.0;0.21739130434782608;1.0;0.0;0.0;0.0;0
11;30;1;0;0.0;0.4782608695652174;1.0;0.07692307692307693;0.0;0.0;0
23;30;0;0;0.0;1.0;1.0;0.0;0.0;0.0;0
7;30;0;0;0.0;0.30434782608695654;1.0;0.0;0.0;0.0;0
10;0;0;0;0.0;0.43478260869565216;0.0;0.0;0.0;0.0;0
12;0;0;0;0.0;0.5217391304347826;0.0;0.0;0.0;0.0;0
4;0;0;0;0.0;0.17391304347826086;0.0;0.0;0.0;0.0;0
8;30;1;0;0.0;0.34782608695652173;1.0;0.07692307692307693;0.0;0.0;0
1;30;0;0;0.0;0.043478260869565216;1.0;0.0;0.0;0.0;0
14;0;0;0;0.0;0.6086956521739131;0.0;0.0;0.0;0.0;0
18;0;2;0;0.79;0.782608695652174;0.0;0.15384615384615385;0.0;0.15459882583170254;0
7;30;1;0;0.0;0.30434782608695654;1.0;0.07692307692307693;0.0;0.0;0
10;30;1;0;0.0;0.43478260869565216;1.0;0.07692307692307693;0.0;0.0;0
12;30;1;0;0.0;0.5217391304347826;1.0;0.07692307692307693;0.0;0.0;0
15;30;0;0;0.0;0.6521739130434783;1.0;0.0;0.0;0.0;0
10;0;2;0;0.0;0.43478260869565216;0.0;0.15384615384615385;0.0;0.0;0
16;30;1;0;0.0;0.6956521739130435;1.0;0.07692307692307693;0.0;0.0;0
4;30;0;0;0.0;0.17391304347826086;1.0;0.0;0.0;0.0;0
14;30;0;0;0.0;0.6086956521739131;1.0;0.0;0.0;0.0;0
1;0;0;0;0.0;0.043478260869565216;0.0;0.0;0.0;0.0;0
5;0;0;0;0.0;0.21739130434782608;0.0;0.0;0.0;0.0;0
8;0;0;0;0.0;0.34782608695652173;0.0;0.0;0.0;0.0;0
0;30;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0
12;0;2;0;0.0;0.5217391304347826;0.0;0.15384615384615385;0.0;0.0;0
10;30;0;0;0.6;0.43478260869565216;1.0;0.0;0.0;0.11741682974559686;0
15;30;0;0;0.0;0.6521739130434783;1.0;0.0;0.0;0.0;0
15;0;0;0;0.0;0.6521739130434783;0.0;0.0;0.0;0.0;0
12;30;1;0;0.0;0.5217391304347826;1.0;0.07692307692307693;0.0;0.0;0
18;30;0;0;0.0;0.782608695652174;1.0;0.0;0.0;0.0;0
7;30;1;0;0.0;0.30434782608695654;1.0;0.07692307692307693;0.0;0.0;0
21;0;2;0;0.0;0.9130434782608695;0.0;0.15384615384615385;0.0;0.0;0
13;30;0;0;1.17;0.5652173913043478;1.0;0.0;0.0;0.22896281800391385;0
2;30;0;0;0.0;0.08695652173913043;1.0;0.0;0.0;0.0;0
1;0;0;0;0.0;0.043478260869565216;0.0;0.0;0.0;0.0;0
0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0
14;0;1;0;0.0;0.6086956521739131;0.0;0.07692307692307693;0.0;0.0;0
0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0
12;0;1;0;0.0;0.5217391304347826;0.0;0.07692307692307693;0.0;0.0;0
4;0;0;0;0.0;0.17391304347826086;0.0;0.0;0.0;0.0;0
21;0;0;0;0.0;0.9130434782608695;0.0;0.0;0.0;0.0;0
23;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0
0;30;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0
0;30;0;0;0.2;0.0;1.0;0.0;0.0;0.03913894324853229;0
15;30;0;0;0.0;0.6521739130434783;1.0;0.0;0.0;0.0;0
0;30;0;0;0.4;0.0;1.0;0.0;0.0;0.07827788649706457;0
17;30;3;0;0.0;0.7391304347826086;1.0;0.23076923076923078;0.0;0.0;0
3;30;0;0;0.79;0.13043478260869565;1.0;0.0;0.0;0.15459882583170254;0
14;30;1;0;0.0;0.6086956521739131;1.0;0.07692307692307693;0.0;0.0;0
3;0;0;0;0.0;0.13043478260869565;0.0;0.0;0.0;0.0;0
1;0;0;0;0.0;0.043478260869565216;0.0;0.0;0.0;0.0;0
20;30;0;0;0.0;0.8695652173913043;1.0;0.0;0.0;0.0;0
2;30;0;0;0.4;0.08695652173913043;1.0;0.0;0.0;0.07827788649706457;0
8;0;1;0;0.0;0.34782608695652173;0.0;0.07692307692307693;0.0;0.0;0
22;30;0;0;0.0;0.9565217391304348;1.0;0.0;0.0;0.0;0
15;30;1;0;0.0;0.6521739130434783;1.0;0.07692307692307693;0.0;0.0;0
4;0;0;0;0.0;0.17391304347826086;0.0;0.0;0.0;0.0;0
11;30;0;0;0.0;0.4782608695652174;1.0;0.0;0.0;0.0;0
16;30;0;0;0.0;0.6956521739130435;1.0;0.0;0.0;0.0;0
2;30;0;0;0.0;0.08695652173913043;1.0;0.0;0.0;0.0;0
0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0
20;0;1;0;0.98;0.8695652173913043;0.0;0.07692307692307693;0.0;0.1917808219178082;0
19;30;0;0;0.0;0.8260869565217391;1.0;0.0;0.0;0.0;0
17;30;1;0;0.0;0.7391304347826086;1.0;0.07692307692307693;0.0;0.0;0
21;0;1;0;0.0;0.9130434782608695;0.0;0.07692307692307693;0.0;0.0;0
5;30;0;0;0.0;0.21739130434782608;1.0;0.0;0.0;0.0;0
15;30;0;0;0.0;0.6521739130434783;1.0;0.0;0.0;0.0;0
3;30;0;0;0.2;0.13043478260869565;1.0;0.0;0.0;0.03913894324853229;0
7;30;0;0;0.0;0.30434782608695654;1.0;0.0;0.0;0.0;0
18;30;0;0;0.0;0.782608695652174;1.0;0.0;0.0;0.0;0
20;0;0;0;0.0;0.8695652173913043;0.0;0.0;0.0;0.0;0
11;30;1;0;0.0;0.4782608695652174;1.0;0.07692307692307693;0.0;0.0;0
13;30;0;0;0.0;0.5652173913043478;1.0;0.0;0.0;0.0;0
0;0;1;0;0.0;0.0;0.0;0.07692307692307693;0.0;0.0;0
9;0;0;0;0.0;0.391304347826087;0.0;0.0;0.0;0.0;0
