hour;minute;tweets;related;rainfall (mm/30min);Normalized hour;Normalized minute;Normalized tweets;Normalized related;Normalized rainfall (mm/30min);Next batch rainfall (mm/30min);Next batch rainfall class
3;0;0;0;0.0;0.13043478260869565;0.0;0.0;0.0;0.0;0.0;0
12;30;22;0;0.0;0.5217391304347826;1.0;0.4888888888888889;0.0;0.0;0.0;0
14;0;10;0;0.0;0.6086956521739131;0.0;0.2222222222222222;0.0;0.0;0.0;0
2;0;0;0;0.0;0.08695652173913043;0.0;0.0;0.0;0.0;0.0;0
22;0;8;0;0.0;0.9565217391304348;0.0;0.17777777777777778;0.0;0.0;0.0;0
0;30;5;0;0.0;0.0;1.0;0.1111111111111111;0.0;0.0;0.0;0
22;30;14;0;0.0;0.9565217391304348;1.0;0.3111111111111111;0.0;0.0;0.0;0
16;30;9;0;0.0;0.6956521739130435;1.0;0.2;0.0;0.0;0.0;0
17;30;11;1;0.59;0.7391304347826086;1.0;0.24444444444444444;0.5;0.038841342988808425;0.4;0
4;0;1;0;0.0;0.17391304347826086;0.0;0.022222222222222223;0.0;0.0;0.0;0
14;30;15;0;0.0;0.6086956521739131;1.0;0.3333333333333333;0.0;0.0;0.0;0
2;0;0;0;0.0;0.08695652173913043;0.0;0.0;0.0;0.0;0.0;0
15;30;10;0;0.0;0.6521739130434783;1.0;0.2222222222222222;0.0;0.0;0.0;0
11;30;11;0;0.0;0.4782608695652174;1.0;0.24444444444444444;0.0;0.0;0.0;0
15;0;9;0;0.0;0.6521739130434783;0.0;0.2;0.0;0.0;0.0;0
5;30;2;0;0.0;0.21739130434782608;1.0;0.044444444444444446;0.0;0.0;0.0;0
8;30;11;0;0.0;0.34782608695652173;1.0;0.24444444444444444;0.0;0.0;0.0;0
11;30;7;0;0.0;0.4782608695652174;1.0;0.15555555555555556;0.0;0.0;0.0;0
16;30;13;0;0.0;0.6956521739130435;1.0;0.28888888888888886;0.0;0.0;0.0;0
2;0;8;0;0.0;0.08695652173913043;0.0;0.17777777777777778;0.0;0.0;0.0;0
20;30;17;0;0.0;0.8695652173913043;1.0;0.37777777777777777;0.0;0.0;0.0;0
16;0;8;0;0.0;0.6956521739130435;0.0;0.17777777777777778;0.0;0.0;0.0;0
16;0;5;0;0.0;0.6956521739130435;0.0;0.1111111111111111;0.0;0.0;0.0;0
16;0;12;0;0.0;0.6956521739130435;0.0;0.26666666666666666;0.0;0.0;0.0;0
11;0;10;0;0.0;0.4782608695652174;0.0;0.2222222222222222;0.0;0.0;0.0;0
16;30;35;0;0.0;0.6956521739130435;1.0;0.7777777777777778;0.0;0.0;0.0;0
3;0;0;0;0.0;0.13043478260869565;0.0;0.0;0.0;0.0;0.0;0
18;0;16;0;0.0;0.782608695652174;0.0;0.35555555555555557;0.0;0.0;0.0;0
0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
6;0;0;0;0.0;0.2608695652173913;0.0;0.0;0.0;0.0;0.0;0
14;30;13;0;0.0;0.6086956521739131;1.0;0.28888888888888886;0.0;0.0;0.0;0
23;0;9;0;0.0;1.0;0.0;0.2;0.0;0.0;0.0;0
6;30;0;0;0.0;0.2608695652173913;1.0;0.0;0.0;0.0;0.0;0
12;30;9;0;0.0;0.5217391304347826;1.0;0.2;0.0;0.0;0.0;0
7;30;0;0;0.0;0.30434782608695654;1.0;0.0;0.0;0.0;0.0;0
0;0;5;0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0
12;30;7;0;0.0;0.5217391304347826;1.0;0.15555555555555556;0.0;0.0;0.0;0
20;30;13;0;1.57;0.8695652173913043;1.0;0.28888888888888886;0.0;0.1033574720210665;1.37;0
5;0;1;0;0.0;0.21739130434782608;0.0;0.022222222222222223;0.0;0.0;0.0;0
21;0;12;0;0.0;0.9130434782608695;0.0;0.26666666666666666;0.0;0.0;0.0;0
7;0;3;0;0.0;0.30434782608695654;0.0;0.06666666666666667;0.0;0.0;0.0;0
18;30;22;0;0.0;0.782608695652174;1.0;0.4888888888888889;0.0;0.0;0.0;0
2;30;0;0;0.0;0.08695652173913043;1.0;0.0;0.0;0.0;0.0;0
20;30;16;0;0.0;0.8695652173913043;1.0;0.35555555555555557;0.0;0.0;0.0;0
3;0;0;0;0.0;0.13043478260869565;0.0;0.0;0.0;0.0;0.0;0
15;30;12;0;0.0;0.6521739130434783;1.0;0.26666666666666666;0.0;0.0;0.0;0
3;30;3;0;0.0;0.13043478260869565;1.0;0.06666666666666667;0.0;0.0;0.0;0
7;30;10;0;0.0;0.30434782608695654;1.0;0.2222222222222222;0.0;0.0;0.0;0
7;30;2;0;0.0;0.30434782608695654;1.0;0.044444444444444446;0.0;0.0;0.0;0
19;30;9;0;0.0;0.8260869565217391;1.0;0.2;0.0;0.0;0.0;0
19;0;13;0;0.0;0.8260869565217391;0.0;0.28888888888888886;0.0;0.0;0.0;0
14;0;11;0;0.0;0.6086956521739131;0.0;0.24444444444444444;0.0;0.0;0.2;0
4;0;0;0;0.0;0.17391304347826086;0.0;0.0;0.0;0.0;0.59;0
21;30;5;0;0.0;0.9130434782608695;1.0;0.1111111111111111;0.0;0.0;0.0;0
12;30;13;0;0.0;0.5217391304347826;1.0;0.28888888888888886;0.0;0.0;0.0;0
16;0;16;0;0.0;0.6956521739130435;0.0;0.35555555555555557;0.0;0.0;0.0;0
20;0;23;0;0.0;0.8695652173913043;0.0;0.5111111111111111;0.0;0.0;0.0;0
14;30;4;0;0.0;0.6086956521739131;1.0;0.08888888888888889;0.0;0.0;0.0;0
19;0;12;0;0.0;0.8260869565217391;0.0;0.26666666666666666;0.0;0.0;0.4;0
1;0;7;0;0.0;0.043478260869565216;0.0;0.15555555555555556;0.0;0.0;0.0;0
17;0;19;0;0.0;0.7391304347826086;0.0;0.4222222222222222;0.0;0.0;0.0;0
16;30;4;0;0.0;0.6956521739130435;1.0;0.08888888888888889;0.0;0.0;0.0;0
4;30;0;0;0.6;0.17391304347826086;1.0;0.0;0.0;0.03949967083607637;0.0;0
23;30;15;0;0.0;1.0;1.0;0.3333333333333333;0.0;0.0;0.0;0
5;0;1;0;0.0;0.21739130434782608;0.0;0.022222222222222223;0.0;0.0;0.0;0
16;0;3;0;0.0;0.6956521739130435;0.0;0.06666666666666667;0.0;0.0;0.0;0
13;30;24;0;0.0;0.5652173913043478;1.0;0.5333333333333333;0.0;0.0;0.0;0
18;0;19;0;0.0;0.782608695652174;0.0;0.4222222222222222;0.0;0.0;0.0;0
1;30;5;0;0.4;0.043478260869565216;1.0;0.1111111111111111;0.0;0.02633311389071758;0.0;0
5;30;4;0;0.0;0.21739130434782608;1.0;0.08888888888888889;0.0;0.0;0.0;0
2;30;4;0;0.0;0.08695652173913043;1.0;0.08888888888888889;0.0;0.0;0.0;0
10;0;11;0;0.0;0.43478260869565216;0.0;0.24444444444444444;0.0;0.0;0.0;0
10;0;5;0;0.0;0.43478260869565216;0.0;0.1111111111111111;0.0;0.0;0.0;0
3;30;0;0;0.0;0.13043478260869565;1.0;0.0;0.0;0.0;0.0;0
14;0;10;0;0.0;0.6086956521739131;0.0;0.2222222222222222;0.0;0.0;0.0;0
4;0;1;0;0.0;0.17391304347826086;0.0;0.022222222222222223;0.0;0.0;0.0;0
3;30;0;0;0.0;0.13043478260869565;1.0;0.0;0.0;0.0;0.0;0
17;30;12;0;0.0;0.7391304347826086;1.0;0.26666666666666666;0.0;0.0;0.0;0
4;0;0;0;0.0;0.17391304347826086;0.0;0.0;0.0;0.0;0.0;0
20;0;8;0;0.4;0.8695652173913043;0.0;0.17777777777777778;0.0;0.02633311389071758;0.0;0
8;30;3;0;0.2;0.34782608695652173;1.0;0.06666666666666667;0.0;0.01316655694535879;0.4;0
7;0;2;0;0.0;0.30434782608695654;0.0;0.044444444444444446;0.0;0.0;0.0;0
3;0;3;0;0.0;0.13043478260869565;0.0;0.06666666666666667;0.0;0.0;0.0;0
15;30;10;0;0.0;0.6521739130434783;1.0;0.2222222222222222;0.0;0.0;0.0;0
1;30;5;0;0.0;0.043478260869565216;1.0;0.1111111111111111;0.0;0.0;0.0;0
10;0;9;0;0.0;0.43478260869565216;0.0;0.2;0.0;0.0;0.0;0
16;30;27;0;0.0;0.6956521739130435;1.0;0.6;0.0;0.0;0.0;0
0;0;11;0;0.98;0.0;0.0;0.24444444444444444;0.0;0.06451612903225806;1.18;0
17;30;19;0;0.0;0.7391304347826086;1.0;0.4222222222222222;0.0;0.0;0.0;0
13;0;19;0;0.0;0.5652173913043478;0.0;0.4222222222222222;0.0;0.0;0.39;0
17;0;7;0;1.18;0.7391304347826086;0.0;0.15555555555555556;0.0;0.07768268597761685;14.77;2
1;0;3;0;0.0;0.043478260869565216;0.0;0.06666666666666667;0.0;0.0;0.0;0
18;30;12;0;0.0;0.782608695652174;1.0;0.26666666666666666;0.0;0.0;0.0;0
15;30;11;0;0.0;0.6521739130434783;1.0;0.24444444444444444;0.0;0.0;0.0;0
11;30;2;0;0.0;0.4782608695652174;1.0;0.044444444444444446;0.0;0.0;0.0;0
22;0;6;0;0.6;0.9565217391304348;0.0;0.13333333333333333;0.0;0.03949967083607637;0.0;0
16;30;14;0;0.0;0.6956521739130435;1.0;0.3111111111111111;0.0;0.0;0.0;0
0;30;8;0;0.0;0.0;1.0;0.17777777777777778;0.0;0.0;0.0;0
22;0;11;0;0.0;0.9565217391304348;0.0;0.24444444444444444;0.0;0.0;0.0;0
4;0;0;0;0.0;0.17391304347826086;0.0;0.0;0.0;0.0;0.0;0
15;0;9;0;0.0;0.6521739130434783;0.0;0.2;0.0;0.0;0.0;0
22;0;0;0;0.0;0.9565217391304348;0.0;0.0;0.0;0.0;0.0;0
3;30;0;0;0.0;0.13043478260869565;1.0;0.0;0.0;0.0;0.0;0
5;30;1;0;1.57;0.21739130434782608;1.0;0.022222222222222223;0.0;0.1033574720210665;0.0;0
2;0;1;0;0.2;0.08695652173913043;0.0;0.022222222222222223;0.0;0.01316655694535879;1.57;0
17;30;9;0;0.0;0.7391304347826086;1.0;0.2;0.0;0.0;0.0;0
14;0;10;0;0.0;0.6086956521739131;0.0;0.2222222222222222;0.0;0.0;0.0;0
0;30;10;0;0.0;0.0;1.0;0.2222222222222222;0.0;0.0;0.0;0
18;0;13;0;0.0;0.782608695652174;0.0;0.28888888888888886;0.0;0.0;0.0;0
13;30;11;0;0.0;0.5652173913043478;1.0;0.24444444444444444;0.0;0.0;0.0;0
3;30;1;0;0.4;0.13043478260869565;1.0;0.022222222222222223;0.0;0.02633311389071758;0.6;0
12;30;11;0;0.0;0.5217391304347826;1.0;0.24444444444444444;0.0;0.0;0.0;0
21;30;25;0;0.0;0.9130434782608695;1.0;0.5555555555555556;0.0;0.0;0.0;0
8;30;2;0;0.0;0.34782608695652173;1.0;0.044444444444444446;0.0;0.0;0.0;0
3;30;0;0;0.0;0.13043478260869565;1.0;0.0;0.0;0.0;0.0;0
17;0;8;0;0.0;0.7391304347826086;0.0;0.17777777777777778;0.0;0.0;0.0;0
11;0;6;0;0.0;0.4782608695652174;0.0;0.13333333333333333;0.0;0.0;0.0;0
6;0;3;0;0.0;0.2608695652173913;0.0;0.06666666666666667;0.0;0.0;0.0;0
5;0;1;0;0.2;0.21739130434782608;0.0;0.022222222222222223;0.0;0.01316655694535879;1.57;0
23;0;13;0;0.0;1.0;0.0;0.28888888888888886;0.0;0.0;0.0;0
22;0;18;0;0.0;0.9565217391304348;0.0;0.4;0.0;0.0;0.0;0
17;0;13;0;0.0;0.7391304347826086;0.0;0.28888888888888886;0.0;0.0;0.0;0
5;0;3;0;0.0;0.21739130434782608;0.0;0.06666666666666667;0.0;0.0;0.0;0
16;0;8;0;0.0;0.6956521739130435;0.0;0.17777777777777778;0.0;0.0;0.0;0
11;30;5;0;0.0;0.4782608695652174;1.0;0.1111111111111111;0.0;0.0;0.0;0
23;30;8;0;0.0;1.0;1.0;0.17777777777777778;0.0;0.0;0.0;0
3;0;0;0;0.0;0.13043478260869565;0.0;0.0;0.0;0.0;0.0;0
6;30;1;0;0.0;0.2608695652173913;1.0;0.022222222222222223;0.0;0.0;0.0;0
19;0;6;0;0.0;0.8260869565217391;0.0;0.13333333333333333;0.0;0.0;0.0;0
19;0;23;0;0.0;0.8260869565217391;0.0;0.5111111111111111;0.0;0.0;0.0;0
19;0;20;0;0.0;0.8260869565217391;0.0;0.4444444444444444;0.0;0.0;0.0;0
20;30;17;0;0.0;0.8695652173913043;1.0;0.37777777777777777;0.0;0.0;0.2;0
20;30;13;0;0.0;0.8695652173913043;1.0;0.28888888888888886;0.0;0.0;0.0;0
6;30;4;0;0.0;0.2608695652173913;1.0;0.08888888888888889;0.0;0.0;0.0;0
16;30;8;0;0.0;0.6956521739130435;1.0;0.17777777777777778;0.0;0.0;0.0;0
21;30;18;0;0.0;0.9130434782608695;1.0;0.4;0.0;0.0;0.0;0
21;30;0;0;2.36;0.9130434782608695;1.0;0.0;0.0;0.1553653719552337;0.59;0
22;0;21;0;0.0;0.9565217391304348;0.0;0.4666666666666667;0.0;0.0;0.0;0
11;30;4;0;0.0;0.4782608695652174;1.0;0.08888888888888889;0.0;0.0;0.0;0
16;30;8;0;0.0;0.6956521739130435;1.0;0.17777777777777778;0.0;0.0;0.0;0
13;30;11;0;0.0;0.5652173913043478;1.0;0.24444444444444444;0.0;0.0;0.0;0
12;0;11;0;0.2;0.5217391304347826;0.0;0.24444444444444444;0.0;0.01316655694535879;0.0;0
19;30;23;0;0.0;0.8260869565217391;1.0;0.5111111111111111;0.0;0.0;0.0;0
0;30;10;0;0.0;0.0;1.0;0.2222222222222222;0.0;0.0;0.0;0
12;30;11;0;0.0;0.5217391304347826;1.0;0.24444444444444444;0.0;0.0;0.0;0
16;30;21;0;0.0;0.6956521739130435;1.0;0.4666666666666667;0.0;0.0;0.0;0
13;30;11;0;0.0;0.5652173913043478;1.0;0.24444444444444444;0.0;0.0;0.0;0
18;30;23;0;0.0;0.782608695652174;1.0;0.5111111111111111;0.0;0.0;0.0;0
15;0;16;0;0.0;0.6521739130434783;0.0;0.35555555555555557;0.0;0.0;0.0;0
13;0;15;0;0.0;0.5652173913043478;0.0;0.3333333333333333;0.0;0.0;0.0;0
15;0;12;0;0.0;0.6521739130434783;0.0;0.26666666666666666;0.0;0.0;0.0;0
15;0;12;0;0.0;0.6521739130434783;0.0;0.26666666666666666;0.0;0.0;0.0;0
12;30;13;0;0.0;0.5217391304347826;1.0;0.28888888888888886;0.0;0.0;0.0;0
19;0;17;0;0.0;0.8260869565217391;0.0;0.37777777777777777;0.0;0.0;0.0;0
10;30;6;0;0.0;0.43478260869565216;1.0;0.13333333333333333;0.0;0.0;0.0;0
17;0;10;0;0.0;0.7391304347826086;0.0;0.2222222222222222;0.0;0.0;0.0;0
16;0;14;0;0.0;0.6956521739130435;0.0;0.3111111111111111;0.0;0.0;0.0;0
6;0;0;0;0.0;0.2608695652173913;0.0;0.0;0.0;0.0;0.0;0
13;0;13;0;0.0;0.5652173913043478;0.0;0.28888888888888886;0.0;0.0;0.0;0
18;0;28;0;0.0;0.782608695652174;0.0;0.6222222222222222;0.0;0.0;0.0;0
15;30;18;0;0.0;0.6521739130434783;1.0;0.4;0.0;0.0;0.0;0
