hour;minute;tweets;related;rainfall (mm/30min);Next batch rainfall (mm/30min);Next batch rainfall class
9;30;0;0;0.0;0.0;fraca
4;30;0;0;0.0;0.0;fraca
14;30;1;0;0.0;0.0;fraca
0;0;0;0;0.0;0.0;fraca
9;0;0;0;0.0;0.0;fraca
12;0;0;0;0.0;0.0;fraca
14;0;0;0;0.0;0.0;fraca
4;0;0;0;0.0;0.0;fraca
12;0;0;0;0.0;0.0;fraca
7;30;0;0;0.0;0.0;fraca
7;0;0;0;0.0;0.0;fraca
22;0;0;0;0.0;0.0;fraca
19;30;0;0;0.0;0.0;fraca
10;0;0;0;0.0;0.0;fraca
17;0;0;0;0.0;0.0;fraca
10;0;0;0;0.0;0.0;fraca
19;0;1;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
11;0;0;0;0.0;0.0;fraca
22;0;0;0;0.0;0.0;fraca
17;0;0;0;0.0;0.0;fraca
10;30;1;0;0.0;0.0;fraca
10;30;0;0;0.0;0.0;fraca
16;30;2;0;0.0;0.0;fraca
7;0;0;0;0.0;0.0;fraca
2;30;0;0;0.0;0.0;fraca
7;0;0;0;0.0;0.0;fraca
10;30;0;0;0.0;0.0;fraca
12;0;0;0;0.0;0.0;fraca
11;30;0;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
1;0;0;0;0.0;0.0;fraca
20;0;1;0;0.0;0.0;fraca
7;30;0;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
22;30;0;0;0.0;0.0;fraca
16;30;0;0;0.0;0.0;fraca
15;30;0;0;0.0;0.0;fraca
15;30;0;0;0.0;0.0;fraca
16;0;0;0;0.0;0.0;fraca
3;30;1;0;0.0;0.0;fraca
12;30;3;0;0.0;0.0;fraca
22;30;1;0;0.0;0.0;fraca
22;0;0;0;0.0;0.0;fraca
9;30;0;0;0.0;0.0;fraca
19;0;0;0;0.0;0.0;fraca
19;30;0;0;0.0;0.0;fraca
4;0;0;0;0.0;0.0;fraca
18;0;0;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
0;30;0;0;0.0;0.0;fraca
7;30;0;0;0.0;0.0;fraca
1;0;0;0;0.0;0.0;fraca
23;0;0;0;0.0;0.0;fraca
5;0;0;0;0.0;0.0;fraca
5;0;0;0;0.0;0.0;fraca
17;0;0;0;0.0;0.0;fraca
4;0;0;0;0.0;0.0;fraca
18;30;0;0;0.0;0.0;fraca
1;0;0;0;0.0;0.0;fraca
10;30;0;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
19;30;0;0;0.0;0.0;fraca
12;30;1;0;0.0;0.0;fraca
10;0;1;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
9;30;0;0;0.0;0.0;fraca
13;30;0;0;0.0;0.0;fraca
8;0;0;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
9;30;0;0;0.0;0.0;fraca
20;0;0;0;0.0;0.0;fraca
16;0;1;0;0.0;0.0;fraca
21;0;0;0;0.0;0.0;fraca
17;0;0;0;0.0;0.0;fraca
10;30;0;0;0.0;0.0;fraca
13;0;0;0;0.0;0.0;fraca
22;0;0;0;0.0;0.0;fraca
14;30;0;0;0.0;0.0;fraca
22;0;1;0;0.0;0.0;fraca
11;0;0;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
8;30;1;0;0.0;0.0;fraca
15;30;0;0;0.0;0.0;fraca
2;30;0;0;0.0;0.0;fraca
4;0;0;0;0.0;0.0;fraca
9;0;0;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
9;30;0;0;0.0;0.0;fraca
8;0;0;0;0.0;0.0;fraca
12;0;0;0;0.0;0.0;fraca
9;0;0;0;0.0;0.0;fraca
19;0;0;0;0.0;0.0;fraca
5;0;0;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
15;0;0;0;0.0;0.0;fraca
22;0;0;0;0.0;0.0;fraca
7;0;0;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
1;0;0;0;0.0;0.0;fraca
20;0;0;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
2;30;0;0;0.0;0.0;fraca
14;0;0;0;0.0;0.0;fraca
9;0;0;0;0.0;0.0;fraca
2;30;0;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
8;30;1;0;0.0;0.0;fraca
12;30;1;0;0.0;0.0;fraca
4;30;0;0;0.0;0.0;fraca
19;0;1;0;0.0;0.0;fraca
21;0;16;0;0.0;0.0;fraca
18;0;1;0;0.0;0.0;fraca
0;30;0;0;0.0;0.0;fraca
20;30;0;0;0.0;0.0;fraca
23;30;0;0;0.0;0.0;fraca
18;0;0;0;0.0;0.0;fraca
14;30;0;0;0.0;0.0;fraca
17;30;0;0;0.0;0.0;fraca
13;0;3;0;0.0;0.0;fraca
22;0;0;0;0.0;0.0;fraca
8;0;0;0;0.0;0.0;fraca
5;0;0;0;0.0;0.0;fraca
15;30;0;0;0.0;0.0;fraca
5;0;0;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
2;30;0;0;0.0;0.0;fraca
14;0;0;0;0.0;0.0;fraca
22;0;1;0;0.0;0.0;fraca
11;0;0;0;0.0;0.0;fraca
13;30;1;0;0.0;0.0;fraca
18;0;1;0;0.0;0.0;fraca
21;30;0;0;0.0;0.0;fraca
20;30;0;0;0.0;0.0;fraca
10;30;0;0;0.0;0.0;fraca
19;0;0;0;0.0;0.0;fraca
14;0;0;0;0.0;0.0;fraca
15;30;0;0;0.0;0.0;fraca
5;30;0;0;0.0;0.0;fraca
19;30;1;0;0.0;0.0;fraca
14;0;0;0;0.0;0.0;fraca
22;0;0;0;0.0;0.0;fraca
23;30;0;0;0.0;0.0;fraca
8;0;0;0;0.0;0.0;fraca
1;30;0;0;0.0;0.0;fraca
8;0;0;0;0.0;0.0;fraca
8;0;0;0;0.0;0.0;fraca
0;30;0;0;0.0;0.0;fraca
21;30;0;0;0.0;0.0;fraca
16;30;0;0;0.0;0.0;fraca
20;30;0;0;0.0;0.0;fraca
9;30;0;0;0.0;0.0;fraca
22;0;0;0;0.0;0.0;fraca
14;30;0;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
5;0;0;0;0.0;0.0;fraca
17;0;0;0;0.0;0.0;fraca
8;30;0;0;0.0;0.0;fraca
0;0;0;0;0.0;0.0;fraca
10;0;0;0;0.0;0.0;fraca
16;30;0;0;0.0;0.0;fraca
0;30;0;0;0.0;0.0;fraca
13;0;0;0;0.0;0.0;fraca
16;30;0;0;0.0;0.0;fraca
23;0;0;0;0.0;0.0;fraca
9;0;0;0;0.0;0.0;fraca
0;30;0;0;0.0;0.0;fraca
1;0;0;0;0.0;0.0;fraca
23;30;0;0;0.0;0.0;fraca
23;0;0;0;0.0;0.0;fraca
14;30;0;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
4;30;0;0;0.0;0.0;fraca
11;0;0;0;0.0;0.0;fraca
18;0;0;0;0.0;0.0;fraca
23;0;0;0;0.0;0.0;fraca
16;30;0;0;0.0;0.0;fraca
9;0;1;0;0.0;0.0;fraca
10;0;0;0;0.0;0.0;fraca
4;0;0;0;0.0;0.0;fraca
11;30;0;0;0.0;0.0;fraca
11;0;0;0;0.0;0.0;fraca
13;30;0;0;0.0;0.0;fraca
9;0;0;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
22;0;0;0;0.0;0.0;fraca
17;30;0;0;0.0;0.0;fraca
1;30;0;0;0.0;0.0;fraca
23;0;0;0;0.0;0.0;fraca
0;30;0;0;0.0;0.0;fraca
16;0;0;0;0.0;0.0;fraca
5;30;0;0;0.0;0.0;fraca
15;30;0;0;0.0;0.0;fraca
4;30;0;0;0.0;0.0;fraca
9;30;0;0;0.0;0.0;fraca
20;30;0;0;0.0;0.0;fraca
0;30;0;0;0.0;0.0;fraca
17;0;2;0;0.0;0.0;fraca
10;0;1;0;0.0;0.0;fraca
2;30;0;0;0.0;0.0;fraca
4;0;0;0;0.0;0.0;fraca
0;0;1;0;0.0;0.0;fraca
10;0;0;0;0.0;0.0;fraca
10;30;0;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
10;0;0;0;0.0;0.0;fraca
14;0;0;0;0.0;0.0;fraca
14;30;0;0;0.0;0.0;fraca
1;30;0;0;0.0;0.0;fraca
1;30;0;0;0.0;0.0;fraca
16;0;1;0;0.0;0.0;fraca
15;30;0;0;0.0;0.0;fraca
8;0;0;0;0.0;0.0;fraca
15;0;0;0;0.0;0.0;fraca
11;30;0;0;0.0;0.0;fraca
15;30;1;0;0.0;0.0;fraca
19;30;0;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
12;0;1;0;0.0;0.0;fraca
14;30;1;0;0.0;0.0;fraca
9;0;1;0;0.0;0.0;fraca
0;30;0;0;0.0;0.0;fraca
13;0;1;0;0.0;0.0;fraca
17;30;0;0;0.0;0.0;fraca
7;30;1;0;0.0;0.0;fraca
11;30;0;0;0.0;0.0;fraca
13;30;0;0;0.0;0.0;fraca
19;30;1;0;0.0;0.0;fraca
23;0;0;0;0.0;0.0;fraca
12;0;0;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
17;30;0;0;0.0;0.0;fraca
16;30;0;0;0.0;0.0;fraca
22;0;1;1;0.0;0.0;fraca
11;0;0;0;0.0;0.0;fraca
16;30;0;0;0.0;0.0;fraca
19;30;0;0;0.0;0.0;fraca
20;30;0;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
17;0;0;0;0.0;0.0;fraca
21;30;1;0;0.0;0.0;fraca
11;0;0;0;0.0;0.0;fraca
17;0;1;0;0.0;0.0;fraca
22;30;0;0;0.0;0.0;fraca
1;0;0;0;0.0;0.0;fraca
18;30;0;0;0.0;0.0;fraca
14;0;0;0;0.0;0.0;fraca
11;30;0;0;0.0;0.0;fraca
10;30;1;0;0.0;0.0;fraca
22;30;0;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
9;30;0;0;0.0;0.0;fraca
16;30;0;0;0.0;0.0;fraca
15;0;0;0;0.0;0.0;fraca
17;0;0;0;0.0;0.0;fraca
22;30;0;0;0.0;0.0;fraca
0;30;0;0;0.0;0.0;fraca
5;0;0;0;0.0;0.0;fraca
22;30;0;0;0.0;0.0;fraca
1;0;0;0;0.0;0.0;fraca
20;0;0;0;0.0;0.0;fraca
22;30;0;0;0.0;0.0;fraca
5;30;0;0;0.0;0.0;fraca
20;30;4;0;0.0;0.0;fraca
6;0;1;0;0.0;0.0;fraca
7;0;0;0;0.0;0.0;fraca
13;30;1;0;0.0;0.0;fraca
2;30;0;0;0.0;0.0;fraca
12;30;0;0;0.0;0.0;fraca
17;30;0;0;0.0;0.0;fraca
20;0;0;0;0.0;0.0;fraca
19;30;2;0;0.0;0.0;fraca
8;0;0;0;0.0;0.0;fraca
14;0;0;0;0.0;0.0;fraca
23;30;0;0;0.0;0.0;fraca
1;30;0;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
0;0;0;0;0.0;0.0;fraca
9;0;0;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
9;0;0;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
0;30;0;0;0.0;0.0;fraca
22;30;0;0;0.0;0.0;fraca
23;0;0;0;0.0;0.0;fraca
13;30;0;0;0.0;0.0;fraca
12;0;3;0;0.0;0.0;fraca
18;0;0;0;0.0;0.0;fraca
16;0;0;0;0.0;0.0;fraca
1;0;0;0;0.0;0.0;fraca
2;0;1;0;0.0;0.0;fraca
14;30;0;0;0.0;0.0;fraca
19;30;0;0;0.0;0.0;fraca
8;0;0;0;0.0;0.0;fraca
19;30;3;0;0.0;0.0;fraca
21;0;0;0;0.0;0.0;fraca
19;0;0;0;0.0;0.0;fraca
8;30;0;0;0.0;0.0;fraca
14;30;1;0;0.0;0.0;fraca
18;30;0;0;0.0;0.0;fraca
10;30;0;0;0.0;0.0;fraca
12;0;0;0;0.0;0.0;fraca
2;30;0;0;0.0;0.0;fraca
4;0;4;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
18;30;1;0;0.0;0.0;fraca
18;0;0;0;0.0;0.0;fraca
15;30;0;0;0.0;0.0;fraca
4;0;0;0;0.0;0.0;fraca
1;30;0;0;0.0;0.0;fraca
5;30;0;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
1;30;1;0;0.0;0.0;fraca
14;30;0;0;0.0;0.0;fraca
8;30;0;0;0.0;0.0;fraca
17;0;2;0;0.0;0.0;fraca
0;30;0;0;0.0;0.0;fraca
23;0;1;0;0.0;0.0;fraca
9;30;0;0;0.0;0.0;fraca
12;30;0;0;0.0;0.0;fraca
14;0;0;0;0.0;0.0;fraca
14;0;2;0;0.0;0.0;fraca
14;30;0;0;0.0;0.0;fraca
12;30;0;0;0.0;0.0;fraca
7;0;0;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
13;30;0;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
17;30;0;0;0.0;0.0;fraca
19;30;0;0;0.0;0.0;fraca
20;30;0;0;0.0;0.0;fraca
20;0;1;0;0.0;0.0;fraca
15;0;0;0;0.0;0.0;fraca
0;0;0;0;0.0;0.0;fraca
4;0;0;0;0.0;0.0;fraca
21;30;1;0;0.0;0.0;fraca
22;30;0;0;0.0;0.0;fraca
14;0;0;0;0.0;0.0;fraca
17;0;0;0;0.0;0.0;fraca
15;0;0;0;0.0;0.0;fraca
3;0;1;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
17;30;0;0;0.0;0.0;fraca
0;0;0;0;0.0;0.0;fraca
23;0;0;0;0.0;0.0;fraca
0;0;0;0;0.0;0.0;fraca
9;0;0;0;0.0;0.0;fraca
7;30;0;0;0.0;0.0;fraca
9;0;0;0;0.0;0.0;fraca
9;30;0;0;0.0;0.0;fraca
4;0;0;0;0.0;0.0;fraca
0;0;0;0;0.0;0.0;fraca
8;30;1;0;0.0;0.0;fraca
16;0;0;0;0.0;0.0;fraca
6;30;1;0;0.0;0.0;fraca
10;30;0;0;0.0;0.0;fraca
8;30;1;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
23;30;0;0;0.0;0.0;fraca
10;30;0;0;0.0;0.0;fraca
5;0;0;0;0.0;0.0;fraca
20;30;0;0;0.0;0.0;fraca
23;30;0;0;0.0;0.0;fraca
19;30;1;0;0.0;0.0;fraca
15;0;0;0;0.0;0.0;fraca
20;0;0;0;0.0;0.0;fraca
13;30;0;0;0.0;0.0;fraca
15;0;0;0;0.0;0.0;fraca
18;30;0;0;0.0;0.0;fraca
9;0;3;0;0.0;0.0;fraca
12;0;0;0;0.0;0.0;fraca
17;0;1;0;0.0;0.0;fraca
12;30;0;0;0.0;0.0;fraca
5;30;0;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
9;30;0;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
8;30;0;0;0.0;0.0;fraca
23;30;0;0;0.0;0.0;fraca
20;0;0;0;0.0;0.0;fraca
11;30;0;0;0.0;0.0;fraca
8;30;0;0;0.0;0.0;fraca
16;30;1;0;0.0;0.0;fraca
14;0;0;0;0.0;0.0;fraca
18;0;0;0;0.0;0.0;fraca
4;30;0;0;0.0;0.0;fraca
4;0;0;0;0.0;0.0;fraca
18;0;0;0;0.0;0.0;fraca
16;0;0;0;0.0;0.0;fraca
7;30;0;0;0.0;0.0;fraca
14;0;0;0;0.0;0.0;fraca
9;0;0;0;0.0;0.0;fraca
18;30;2;0;0.0;0.0;fraca
15;0;0;0;0.0;0.0;fraca
23;30;0;0;0.0;0.0;fraca
5;0;0;0;0.0;0.0;fraca
21;30;0;0;0.0;0.0;fraca
21;0;1;0;0.0;0.0;fraca
21;0;0;0;0.0;0.0;fraca
14;0;1;0;0.0;0.0;fraca
17;30;0;0;0.0;0.0;fraca
4;30;0;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
13;30;0;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
12;0;0;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
10;0;0;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
7;30;0;0;0.0;0.0;fraca
14;0;0;0;0.0;0.0;fraca
10;0;0;0;0.0;0.0;fraca
1;30;0;0;0.0;0.0;fraca
1;30;0;0;0.0;0.0;fraca
0;0;0;0;0.0;0.0;fraca
11;30;0;0;0.0;0.0;fraca
20;0;0;0;0.0;0.0;fraca
5;30;0;0;0.0;0.0;fraca
7;0;1;0;0.0;0.0;fraca
14;0;0;0;0.0;0.0;fraca
8;30;0;0;0.0;0.0;fraca
5;0;0;0;0.0;0.0;fraca
23;30;0;0;0.0;0.0;fraca
16;30;2;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
0;0;0;0;0.0;0.0;fraca
0;0;1;0;0.0;0.0;fraca
0;30;0;0;0.0;0.0;fraca
12;30;0;0;0.0;0.0;fraca
19;30;1;0;0.0;0.0;fraca
1;30;0;0;0.0;0.0;fraca
20;0;0;0;0.0;0.0;fraca
12;0;0;0;0.0;0.0;fraca
19;0;1;0;0.0;0.0;fraca
5;0;0;0;0.0;0.0;fraca
19;0;1;0;0.0;0.0;fraca
18;0;1;0;0.0;0.0;fraca
9;30;0;0;0.0;0.0;fraca
12;0;0;0;0.0;0.0;fraca
17;30;0;0;0.0;0.0;fraca
13;0;0;0;0.0;0.0;fraca
1;0;0;0;0.0;0.0;fraca
8;30;0;0;0.0;0.0;fraca
9;30;1;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
12;30;0;0;0.0;0.0;fraca
21;0;2;0;0.0;0.0;fraca
7;0;0;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
19;0;1;0;0.0;0.0;fraca
2;30;4;0;0.0;0.0;fraca
4;30;0;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
22;0;11;0;0.0;0.0;fraca
16;0;0;0;0.0;0.0;fraca
13;30;0;0;0.0;0.0;fraca
4;30;0;0;0.0;0.0;fraca
11;0;0;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
8;30;0;0;0.0;0.0;fraca
18;30;0;0;0.0;0.0;fraca
23;0;0;0;0.0;0.0;fraca
11;30;0;0;0.0;0.0;fraca
5;0;0;0;0.0;0.0;fraca
13;0;0;0;0.0;0.0;fraca
14;0;0;0;0.0;0.0;fraca
0;30;0;0;0.0;0.0;fraca
14;0;0;0;0.0;0.0;fraca
2;30;0;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
5;30;0;0;0.0;0.0;fraca
5;30;0;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
14;30;0;0;0.0;0.0;fraca
22;30;0;0;0.0;0.0;fraca
17;30;2;0;0.0;0.0;fraca
14;30;0;0;0.0;0.0;fraca
1;0;0;0;0.0;0.0;fraca
12;30;0;0;0.0;0.0;fraca
0;30;0;0;0.0;0.0;fraca
7;0;0;0;0.0;0.0;fraca
22;30;0;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
11;30;0;0;0.0;0.0;fraca
8;0;0;0;0.0;0.0;fraca
22;30;2;0;0.0;0.0;fraca
13;0;0;0;0.0;0.0;fraca
18;0;0;0;0.0;0.0;fraca
20;0;1;0;0.0;0.0;fraca
19;0;0;0;0.0;0.0;fraca
19;0;0;0;0.0;0.0;fraca
7;0;0;0;0.0;0.0;fraca
22;30;1;0;0.0;0.0;fraca
20;30;0;0;0.0;0.0;fraca
18;30;0;0;0.0;0.0;fraca
4;30;0;0;0.0;0.0;fraca
21;30;0;0;0.0;0.0;fraca
17;30;1;0;0.0;0.0;fraca
13;0;0;0;0.0;0.0;fraca
23;30;0;0;0.0;0.0;fraca
13;30;0;0;0.0;0.0;fraca
17;30;3;0;0.0;0.0;fraca
0;30;0;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
8;30;0;0;0.0;0.0;fraca
2;30;0;0;0.0;0.0;fraca
12;30;0;0;0.0;0.0;fraca
7;30;1;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
21;30;0;0;0.0;0.0;fraca
4;0;0;0;0.0;0.0;fraca
21;0;0;0;0.0;0.0;fraca
11;30;3;0;0.0;0.0;fraca
20;0;0;0;0.0;0.0;fraca
19;0;0;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
21;30;0;0;0.0;0.0;fraca
2;30;0;0;0.0;0.0;fraca
18;0;0;0;0.0;0.0;fraca
20;0;2;0;0.0;0.0;fraca
22;30;0;0;0.0;0.0;fraca
16;30;0;0;0.0;0.0;fraca
13;0;0;0;0.0;0.0;fraca
7;0;0;0;0.0;0.0;fraca
18;30;0;0;0.0;0.0;fraca
19;30;1;0;0.0;0.0;fraca
18;30;0;0;0.0;0.0;fraca
13;30;0;0;0.0;0.0;fraca
10;30;0;0;0.0;0.0;fraca
1;0;0;0;0.0;0.0;fraca
13;0;0;0;0.0;0.0;fraca
10;30;0;0;0.0;0.0;fraca
14;0;1;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
15;30;0;0;0.0;0.0;fraca
3;30;0;0;0.0;0.0;fraca
15;0;2;0;0.0;0.0;fraca
9;0;0;0;0.0;0.0;fraca
13;30;1;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
4;30;0;0;0.0;0.0;fraca
17;0;0;0;0.0;0.0;fraca
23;0;15;0;0.0;0.0;fraca
17;0;0;0;0.0;0.0;fraca
4;30;0;0;0.0;0.0;fraca
2;30;0;0;0.0;0.0;fraca
15;30;0;0;0.0;0.0;fraca
16;0;0;0;0.0;0.0;fraca
9;0;0;0;0.0;0.0;fraca
17;30;1;0;0.0;0.0;fraca
22;0;1;0;0.0;0.0;fraca
21;30;0;0;0.0;0.0;fraca
14;30;1;0;0.0;0.0;fraca
10;30;0;0;0.0;0.0;fraca
8;0;0;0;0.0;0.0;fraca
11;30;0;0;0.0;0.0;fraca
13;0;0;0;0.0;0.0;fraca
2;30;0;0;0.0;0.0;fraca
22;30;0;0;0.0;0.0;fraca
15;30;0;0;0.0;0.0;fraca
7;0;0;0;0.0;0.0;fraca
23;30;0;0;0.0;0.0;fraca
11;30;0;0;0.0;0.0;fraca
8;30;0;0;0.0;0.0;fraca
23;30;0;0;0.0;0.0;fraca
10;0;1;0;0.0;0.0;fraca
14;30;0;0;0.0;0.0;fraca
11;0;0;0;0.0;0.0;fraca
12;30;1;0;0.0;0.0;fraca
4;30;0;0;0.0;0.0;fraca
8;0;0;0;0.0;0.0;fraca
4;30;0;0;0.0;0.0;fraca
17;30;0;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
22;30;0;0;0.0;0.0;fraca
23;30;0;0;0.0;0.0;fraca
0;0;0;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
20;30;11;0;0.0;0.0;fraca
2;30;0;0;0.0;0.0;fraca
4;30;0;0;0.0;0.0;fraca
18;0;0;0;0.0;0.0;fraca
20;30;1;0;0.0;0.0;fraca
20;0;1;0;0.0;0.0;fraca
16;0;0;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
7;0;0;0;0.0;0.0;fraca
13;0;1;0;0.0;0.0;fraca
13;0;0;0;0.0;0.0;fraca
15;0;0;0;0.0;0.0;fraca
7;30;0;0;0.0;0.0;fraca
13;30;0;0;0.0;0.0;fraca
11;30;0;0;0.0;0.0;fraca
12;30;0;0;0.0;0.0;fraca
15;30;1;0;0.0;0.0;fraca
15;0;0;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
10;30;0;0;0.0;0.0;fraca
7;0;0;0;0.0;0.0;fraca
9;30;1;0;0.0;0.0;fraca
6;0;0;0;0.0;0.0;fraca
12;0;0;0;0.0;0.0;fraca
18;0;0;0;0.0;0.0;fraca
21;30;0;0;0.0;0.0;fraca
10;0;0;0;0.0;0.0;fraca
15;0;0;0;0.0;0.0;fraca
0;0;0;0;0.0;0.0;fraca
15;30;0;0;0.0;0.0;fraca
7;30;0;0;0.0;0.0;fraca
16;30;0;0;0.0;0.0;fraca
17;0;0;0;0.0;0.0;fraca
19;0;0;0;0.0;0.0;fraca
2;0;0;0;0.0;0.0;fraca
1;0;0;0;0.0;0.0;fraca
3;0;0;0;0.0;0.0;fraca
17;0;0;0;0.0;0.0;fraca
13;30;0;0;0.0;0.0;fraca
9;30;0;0;0.0;0.0;fraca
22;0;0;0;0.0;0.0;fraca
15;0;0;0;0.0;0.0;fraca
8;0;0;0;0.0;0.0;fraca
6;30;0;0;0.0;0.0;fraca
10;0;0;0;0.0;0.0;fraca
0;0;0;0;0.0;0.0;fraca
7;0;0;0;0.0;0.0;fraca
10;0;0;0;0.0;0.0;fraca
16;30;0;0;0.0;0.0;fraca
14;30;0;0;0.0;0.0;fraca
12;30;0;0;0.0;0.0;fraca
1;0;0;0;0.0;0.0;fraca
18;30;0;0;0.0;0.0;fraca
10;0;1;0;0.0;0.0;fraca
19;0;0;0;0.0;0.0;fraca
